system   D            wsystem.c:583  maybe_parent_dir                 [   0.00079] Also searching C:\Data\User\Documents\Visual Studio 2012\Projects\C++\Allegro\VectorAsteroids\
display  D   display_settings.c:377  _al_score_display_settings       [   0.07002] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07005] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07008] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07010] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.07013] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07016] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.07018] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07021] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07024] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07027] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07033] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07036] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07039] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07041] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07044] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07046] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07049] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07052] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07054] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07057] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07060] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07062] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.07066] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07068] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.07071] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07073] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07076] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07078] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07081] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07084] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07087] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07089] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07092] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07094] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07097] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07100] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07102] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07105] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07108] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07110] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.07116] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07118] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.07121] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07124] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07127] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07132] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07135] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07138] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07141] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07143] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07146] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07148] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07152] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07154] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07157] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07159] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07162] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07165] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.07168] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07170] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.07173] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07175] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07178] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07181] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07184] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07186] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07189] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07191] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07194] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07197] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07200] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07202] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07205] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.07207] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.07211] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1640 d3d_create_display_internals     [   0.07224] Trying format 0.
d3d      I         d3d_disp.cpp:1325 d3d_display_thread_proc          [   0.07306] Chose a display format: 23
d3d      I         d3d_disp.cpp:1394 d3d_display_thread_proc          [   0.07315] Normal window.
d3d      I         d3d_disp.cpp:800  d3d_create_device                [   0.10744] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:865  d3d_create_device                [   0.17796] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:873  d3d_create_device                [   0.17802] Success
d3d      D         d3d_disp.cpp:1663 d3d_create_display_internals     [   0.17807] Resumed after wait.
d3d      I         d3d_disp.cpp:1696 d3d_create_display_internals     [   0.17820] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1719 d3d_create_display_internals     [   0.17825] Returning d3d_display: 00D3C2E0
d3d      D         d3d_disp.cpp:1744 d3d_create_display_locked        [   0.17833] al_display=00D3C2E0
d3d      D         d3d_disp.cpp:1745 d3d_create_display_locked        [   0.17835] al_display->vt=00D3C218
dtor     D               dtor.c:184  _al_register_destructor          [   0.18013] added dtor for object 00DA0648, func 56D51A0F
font     D                ttf.c:786  al_load_ttf_font_stretch_f       [   0.18154] Font ArcadeClassic.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:788  al_load_ttf_font_stretch_f       [   0.18162]     ascent=20.0, descent=-5.0, height=24.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.18169] added dtor for object 00DA8F58, func 56C51069
audio-dsound D           dsound.cpp:234  _dsound_open                     [   0.18176] Loading DirectSound module
system   D            wsystem.c:583  maybe_parent_dir                 [   0.18198] Also searching C:\Data\User\Documents\Visual Studio 2012\Projects\C++\Allegro\VectorAsteroids\
system   D            wsystem.c:633  _al_win_safe_load_library        [   0.18233] PathFindOnPath found: C:\Windows\system32\dsound.dll
system   D            wsystem.c:544  load_library_at_path             [   0.18236] Calling LoadLibrary C:\Windows\system32\dsound.dll
system   I            wsystem.c:547  load_library_at_path             [   0.18452] Loaded C:\Windows\system32\dsound.dll
audio-dsound I           dsound.cpp:251  _dsound_open                     [   0.18465] Starting DirectSound...
audio-dsound D           dsound.cpp:261  _dsound_open                     [   0.22098] DirectSoundCreate8 succeeded
audio    I              audio.c:286  do_install_audio                 [   0.22433] Using DirectSound driver
audio-dsound D           dsound.cpp:296  _dsound_allocate_voice           [   0.22450] Allocating voice
audio-dsound D           dsound.cpp:355  _dsound_allocate_voice           [   0.22453] Allocated voice
dtor     D               dtor.c:184  _al_register_destructor          [   0.22456] added dtor for object 00DB7350, func 56AF1154
dtor     D               dtor.c:184  _al_register_destructor          [   0.22463] added dtor for object 00DC0758, func 56AF1249
audio-dsound D           dsound.cpp:452  _dsound_start_voice              [   0.22467] Starting voice
audio-dsound D           dsound.cpp:481  _dsound_start_voice              [   0.22469] CreateSoundBuffer
audio-dsound D           dsound.cpp:490  _dsound_start_voice              [   0.22844] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:496  _dsound_start_voice              [   0.22851] Starting _dsound_update thread
audio-dsound I           dsound.cpp:506  _dsound_start_voice              [   0.22870] Voice started
dtor     D               dtor.c:184  _al_register_destructor          [   0.22879] added dtor for object 00DC0DD8, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.22886] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.22889] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.22891] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.22902] added dtor for object 00DC1000, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.22907] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.22923] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.22926] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.22963] added dtor for object 00DC1200, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.22968] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.22970] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.22972] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.22978] added dtor for object 00DC1318, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.22981] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.22983] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.22985] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.22992] added dtor for object 00DC1490, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.22995] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.22998] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23000] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.23004] added dtor for object 00DC15A8, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23007] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23009] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23011] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.23018] added dtor for object 00DC16C0, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23021] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23023] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23025] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.23038] added dtor for object 00DC1898, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23045] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23048] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23050] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.23059] added dtor for object 00DC1AB0, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23065] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23067] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23069] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.23074] added dtor for object 00DC1C48, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23077] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23079] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23081] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.23085] added dtor for object 00DC1D60, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23088] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23101] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23103] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.23108] added dtor for object 00DC1E78, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23111] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23117] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23119] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.23223] added dtor for object 0556F1A0, func 56AF10FA
dtor     D               dtor.c:184  _al_register_destructor          [   0.23294] added dtor for object 055802B0, func 56AF10FA
dtor     D               dtor.c:184  _al_register_destructor          [   0.23371] added dtor for object 055B7580, func 56AF10FA
dtor     D               dtor.c:184  _al_register_destructor          [   0.23466] added dtor for object 00DC1840, func 56AF10FA
dtor     D               dtor.c:184  _al_register_destructor          [   0.23530] added dtor for object 05570238, func 56AF10FA
dtor     D               dtor.c:184  _al_register_destructor          [   0.23593] added dtor for object 0562F418, func 56AF10FA
dtor     D               dtor.c:184  _al_register_destructor          [   0.23682] added dtor for object 05670858, func 56AF10FA
dtor     D               dtor.c:184  _al_register_destructor          [   0.23737] added dtor for object 00DCD9E0, func 56AF10FA
dtor     D               dtor.c:184  _al_register_destructor          [   0.23779] added dtor for object 00DCDA38, func 56AF10FA
dtor     D               dtor.c:184  _al_register_destructor          [   0.23833] added dtor for object 00DCDA90, func 56AF10FA
dtor     D               dtor.c:184  _al_register_destructor          [   0.23850] added dtor for object 0556F1F8, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23854] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23857]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23859]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   0.24346] added dtor for object 0556FB50, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.24353] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.24363]  0.176777 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.24367]  0.000000 0.176777
dtor     D               dtor.c:184  _al_register_destructor          [   0.24369] added dtor for object 0556FCB8, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.24372] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.24375]  0.113137 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.24377]  0.000000 0.113137
dtor     D               dtor.c:184  _al_register_destructor          [   0.24380] added dtor for object 0556FE20, func 56AF110E
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.24389] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.24391]  0.113137 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.24394]  0.000000 0.113137
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.30046] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.30051] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.30053] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.30055] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.30057] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.30059] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.30061] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.30064] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.30066] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.30068] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.30070] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.30073] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.30075] Chose bitmap format 9
font     D                ttf.c:216  alloc_glyph_region               [   0.30264] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.30350] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.30356] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.30891] glyph 12x14 (12x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.30898] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.30901] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.31961] glyph 12x14 (12x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.31995] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.31998] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.32136] glyph 15x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.32164] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.32166] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.32289] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.32317] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.32320] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.32454] glyph 15x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.32490] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.32493] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.32633] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.32667] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.32670] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.32812] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.33098] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.33104] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.33444] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.33470] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.33473] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.33615] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.33641] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.33644] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.33780] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.33806] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.33809] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.33964] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.34064] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.34069] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.34474] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.34525] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.34535] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.34757] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.34782] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.34784] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.34912] glyph 12x14 (12x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.34943] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.34952] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.35161] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.35186] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.35188] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.35317] glyph 13x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.35345] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.35348] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.35480] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.35508] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.35510] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.35709] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.35742] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.35745] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.35901] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.35947] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.35954] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.36100] glyph 13x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.36140] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.36144] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.36301] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.36341] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.36344] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.36526] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.36554] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.36557] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.36684] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.36722] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.36727] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.36861] glyph 14x14 (16x16)
